date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:37:06	80368/80368	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202024%2022:37:06%20GMT	https://qi51.qodeinteractive.com/	C:/Sharjeel/Software%20Engineering%20Career/Dawar_Bhai_bootcamp/HTTP%20Track/portfolio_app/qi51.qodeinteractive.com/index.html	(from )
03:37:06	133/133	---MCZ	200	added ('OK')	text/plain	date:Fri,%2026%20Apr%202024%2015:23:16%20GMT	https://qi51.qodeinteractive.com/robots.txt		(from )
03:37:07	88932/88932	---MCZ	200	added ('OK')	text/css	date:Tue,%2012%20Jul%202022%2022:10:15%20GMT	https://qi51.qodeinteractive.com/wp-includes/css/dist/block-library/style.min.css?ver=6.0.8	C:/Sharjeel/Software%20Engineering%20Career/Dawar_Bhai_bootcamp/HTTP%20Track/portfolio_app/qi51.qodeinteractive.com/wp-includes/css/dist/block-library/style.mind42d.css	(from https://qi51.qodeinteractive.com/)
03:37:08	1927/1927	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22a4e8e046edeb314b66788bcecbbd8474%22	https://qi51.qodeinteractive.com/feed/	C:/Sharjeel/Software%20Engineering%20Career/Dawar_Bhai_bootcamp/HTTP%20Track/portfolio_app/qi51.qodeinteractive.com/feed/index.html	(from https://qi51.qodeinteractive.com/)
03:37:08	1325/1325	---MCZ	200	added ('OK')	text/css	date:Mon,%2024%20Oct%202022%2013:54:22%20GMT	https://qi51.qodeinteractive.com/wp-content/plugins/anti-spam/assets/css/admin-bar.css?ver=7.3.3	C:/Sharjeel/Software%20Engineering%20Career/Dawar_Bhai_bootcamp/HTTP%20Track/portfolio_app/qi51.qodeinteractive.com/wp-content/plugins/anti-spam/assets/css/admin-barba31.css	(from https://qi51.qodeinteractive.com/)
03:37:08	1678/1678	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22a4e8e046edeb314b66788bcecbbd8474%22	https://qi51.qodeinteractive.com/comments/feed/	C:/Sharjeel/Software%20Engineering%20Career/Dawar_Bhai_bootcamp/HTTP%20Track/portfolio_app/qi51.qodeinteractive.com/comments/feed/index.html	(from https://qi51.qodeinteractive.com/)
03:37:09	13677/13677	---MCZ	200	added ('OK')	text/css	date:Tue,%2005%20Jul%202022%2009:11:25%20GMT	https://qi51.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/plugins/swiper/swiper.min.css?ver=6.0.8	C:/Sharjeel/Software%20Engineering%20Career/Dawar_Bhai_bootcamp/HTTP%20Track/portfolio_app/qi51.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/plugins/swiper/swiper.mind42d.css	(from https://qi51.qodeinteractive.com/)
03:37:10	44829/44829	---MCZ	200	added ('OK')	text/css	date:Tue,%2005%20Jul%202022%2009:11:25%20GMT	https://qi51.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/grid.min.css?ver=6.0.8	C:/Sharjeel/Software%20Engineering%20Career/Dawar_Bhai_bootcamp/HTTP%20Track/portfolio_app/qi51.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/grid.mind42d.css	(from https://qi51.qodeinteractive.com/)
03:37:12	24598/24598	---MCZ	200	added ('OK')	text/css	date:Tue,%2005%20Jul%202022%2009:11:25%20GMT	https://qi51.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/helper-parts.min.css?ver=6.0.8	C:/Sharjeel/Software%20Engineering%20Career/Dawar_Bhai_bootcamp/HTTP%20Track/portfolio_app/qi51.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/helper-parts.mind42d.css	(from https://qi51.qodeinteractive.com/)
03:37:13	280263/280263	---MCZ	200	added ('OK')	text/css	date:Tue,%2005%20Jul%202022%2009:11:25%20GMT	https://qi51.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/main.min.css?ver=6.0.8	C:/Sharjeel/Software%20Engineering%20Career/Dawar_Bhai_bootcamp/HTTP%20Track/portfolio_app/qi51.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/main.mind42d.css	(from https://qi51.qodeinteractive.com/)
